year,dateTime,bias,crime_Category,offense1,description,borough,precinct,month_bin,index_
2020,2020-06-02,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,66,18,1
2020,2020-12-26,Jewish,Felony,Other,"Burglary,Unclassified,Night",Brooklyn,70,24,1
2020,2020-12-27,Jewish,Felony,Other,"Burglary,Unclassified,Night",Brooklyn,70,24,1
2020,2020-01-21,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,71,13,1
2020,2020-03-06,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,84,15,1
2020,2020-11-17,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,84,23,1
2020,2020-08-21,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,88,20,1
2020,2020-05-10,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,17,1
2020,2020-05-10,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,17,1
2021,2021-05-23,Jewish,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,66,29,1
2021,2021-09-19,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,66,33,1
2021,2021-09-17,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,68,33,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,Obstr Breath/Circul,Brooklyn,70,29,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,Obstr Breath/Circul,Brooklyn,70,29,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,Obstr Breath/Circul,Brooklyn,70,29,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,29,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,29,1
2021,2021-05-23,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,29,1
2021,2021-08-17,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,32,1
2021,2021-10-14,Jewish,Felony,Misc. Penal Law,Reckless Endangerment 1,Brooklyn,70,34,1
2021,2021-10-21,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,71,34,1
2021,2021-07-21,Jewish,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,90,31,1
2022,2022-04-26,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,61,40,1
2022,2022-11-07,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,61,47,1
2022,2022-02-25,Jewish,Felony,Other,Weapons Possession 3,Brooklyn,66,38,1
2022,2022-12-13,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,66,48,1
2022,2022-07-22,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,67,43,1
2022,2022-05-14,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,41,1
2022,2022-01-25,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,71,37,1
2022,2022-08-07,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,73,44,1
2022,2022-11-15,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,73,47,1
2022,2022-07-08,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,77,43,1
2022,2022-04-24,Jewish,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Brooklyn,79,40,1
2022,2022-09-29,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,81,45,1
2022,2022-11-05,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,83,47,1
2022,2022-02-24,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,38,1
2022,2022-06-09,Jewish,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,90,42,1
2022,2022-10-24,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,46,1
2023,2023-03-30,Jewish,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,61,51,1
2023,2023-05-14,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,53,1
2023,2023-05-15,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,53,1
2023,2023-07-26,Jewish,Felony,Other,"Burglary,Commercial,Day",Brooklyn,61,55,1
2023,2023-10-26,Jewish,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Brooklyn,62,58,1
2023,2023-10-17,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,66,58,1
2023,2023-12-09,Jewish,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Brooklyn,66,60,1
2023,2023-03-14,Jewish,Felony,Robbery,"Robbery,Open Area Unclassified",Brooklyn,71,51,1
2023,2023-03-14,Jewish,Felony,Robbery,"Robbery,Open Area Unclassified",Brooklyn,71,51,1
2023,2023-03-14,Jewish,Felony,Robbery,"Robbery,Open Area Unclassified",Brooklyn,71,51,1
2023,2023-03-14,Jewish,Felony,Robbery,"Robbery,Open Area Unclassified",Brooklyn,71,51,1
2023,2023-04-25,Jewish,Felony,Misc. Penal Law,Reckless Endangerment 1,Brooklyn,71,52,1
2023,2023-06-10,Jewish,Felony,Other,"Controlled Substance,Possess.",Brooklyn,71,54,1
2023,2023-08-09,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,71,56,1
2023,2023-07-25,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,72,55,1
2023,2023-12-19,Jewish,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,78,60,1
2023,2023-01-08,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,79,49,1
2023,2023-05-12,Jewish,Felony,Robbery,"Robbery,Open Area Unclassified",Brooklyn,84,53,1
2023,2023-10-27,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,58,1
2024,2024-05-15,Jewish,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,62,65,1
2024,2024-05-15,Jewish,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,62,65,1
2024,2024-05-29,Jewish,Felony,Misc. Penal Law,Reckless Endangerment 1,Brooklyn,63,65,1
2024,2024-01-03,Jewish,Felony,Robbery,"Robbery,Neckchain/Jewelry",Brooklyn,71,61,1
2024,2024-04-16,Jewish,Misdemeanor,Other,"Sexual Abuse 3,2",Brooklyn,79,64,1
2024,2024-01-04,Jewish,Misdemeanor,Other,"Larceny,Petit From Open Areas,",Brooklyn,90,61,1
2024,2024-02-09,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,90,62,1
2024,2024-04-25,Jewish,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,90,64,1
2019,2019-12-26,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,12,1
2019,2019-10-30,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,67,10,1
2019,2019-04-08,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,75,4,1
2019,2019-08-04,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,75,8,1
2019,2019-11-06,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,75,11,1
2019,2019-07-13,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,76,7,1
2019,2019-07-13,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,76,7,1
2019,2019-08-27,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,77,8,1
2019,2019-06-22,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,81,6,1
2019,2019-01-14,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,1,1
2020,2020-05-07,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,75,17,1
2020,2020-01-29,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,13,1
2020,2020-03-25,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,15,1
2020,2020-01-01,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,13,1
2020,2020-04-23,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,16,1
2020,2020-04-23,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,16,1
2020,2020-06-27,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,94,18,1
2021,2021-06-11,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,60,30,1
2021,2021-04-05,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,28,1
2021,2021-05-24,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,29,1
2021,2021-11-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,62,35,1
2021,2021-11-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,62,35,1
2021,2021-11-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,62,35,1
2021,2021-03-09,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,72,27,1
2021,2021-06-18,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,77,30,1
2021,2021-09-22,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,78,33,1
2021,2021-06-21,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,30,1
2022,2022-04-25,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,40,1
2022,2022-07-08,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,70,43,1
2022,2022-02-04,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,78,38,1
2022,2022-11-08,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,47,1
2022,2022-11-08,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,47,1
2022,2022-11-08,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,47,1
2022,2022-04-03,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,83,40,1
2022,2022-01-19,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,37,1
2022,2022-05-31,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,41,1
2022,2022-08-27,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,44,1
2022,2022-01-19,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,88,37,1
2022,2022-08-30,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,88,44,1
2022,2022-08-21,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,44,1
2022,2022-09-23,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,45,1
2022,2022-09-23,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,45,1
2023,2023-04-15,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,60,52,1
2023,2023-04-15,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,60,52,1
2023,2023-04-15,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,60,52,1
2023,2023-04-15,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,60,52,1
2023,2023-04-23,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,52,1
2023,2023-10-19,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,66,58,1
2023,2023-09-16,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,71,57,1
2023,2023-11-08,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,71,59,1
2023,2023-04-14,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,78,52,1
2023,2023-08-19,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,56,1
2023,2023-12-18,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,60,1
2023,2023-07-06,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,83,55,1
2023,2023-07-06,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,83,55,1
2023,2023-07-06,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,83,55,1
2023,2023-01-15,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,49,1
2023,2023-01-15,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,49,1
2023,2023-01-15,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,49,1
2023,2023-08-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,84,56,1
2023,2023-11-07,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,88,59,1
2023,2023-03-05,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,51,1
2023,2023-03-29,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,51,1
2023,2023-03-29,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,51,1
2023,2023-06-26,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,54,1
2023,2023-09-12,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,57,1
2023,2023-10-23,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,58,1
2023,2023-11-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,59,1
2023,2023-11-22,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,59,1
2023,2023-12-15,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,60,1
2024,2024-05-24,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,65,1
2024,2024-05-24,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,61,65,1
2024,2024-02-09,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,62,62,1
2024,2024-05-29,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,63,65,1
2024,2024-04-07,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,66,64,1
2024,2024-01-29,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,67,61,1
2024,2024-04-15,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,64,1
2024,2024-05-13,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,65,1
2019,2019-10-22,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,43,10,1
2019,2019-10-22,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,43,10,1
2019,2019-02-08,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,46,2,1
2019,2019-07-09,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,49,7,1
2019,2019-10-15,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,101,10,1
2019,2019-09-12,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,9,1
2019,2019-09-12,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,9,1
2019,2019-09-12,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,9,1
2020,2020-12-13,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,40,24,1
2020,2020-03-28,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,44,15,1
2020,2020-03-28,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,44,15,1
2020,2020-03-28,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,44,15,1
2020,2020-03-28,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,44,15,1
2020,2020-06-06,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,107,18,1
2020,2020-11-07,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,112,23,1
2020,2020-09-15,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,21,1
2020,2020-10-01,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,22,1
2021,2021-03-04,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,42,27,1
2021,2021-10-11,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,52,34,1
2021,2021-05-22,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,29,1
2021,2021-10-17,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,34,1
2021,2021-10-17,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,34,1
2021,2021-11-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,103,35,1
2021,2021-07-18,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,106,31,1
2021,2021-07-18,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,106,31,1
2021,2021-07-21,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,107,31,1
2021,2021-06-30,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,122,30,1
2021,2021-06-30,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,122,30,1
2021,2021-06-30,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,122,30,1
2022,2022-06-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,40,42,1
2022,2022-03-17,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,46,39,1
2022,2022-02-21,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,48,38,1
2022,2022-10-11,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,49,46,1
2022,2022-07-09,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,43,1
2022,2022-07-09,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,43,1
2022,2022-07-09,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,102,43,1
2022,2022-09-21,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,104,45,1
2022,2022-09-21,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,104,45,1
2022,2022-02-18,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,108,38,1
2022,2022-02-27,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,109,38,1
2022,2022-01-02,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,110,37,1
2022,2022-01-02,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,110,37,1
2022,2022-05-08,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,121,41,1
2022,2022-12-04,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,121,48,1
2022,2022-12-04,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,121,48,1
2023,2023-03-20,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,45,51,1
2023,2023-07-31,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,46,55,1
2023,2023-04-07,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,49,52,1
2023,2023-11-22,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,52,59,1
2023,2023-04-27,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,103,52,1
2023,2023-05-07,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,107,53,1
2023,2023-07-17,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,110,55,1
2023,2023-05-23,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,112,53,1
2023,2023-05-23,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,112,53,1
2023,2023-05-20,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,53,1
2023,2023-03-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,51,1
2023,2023-03-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,51,1
2023,2023-03-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,51,1
2023,2023-03-25,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,51,1
2023,2023-08-27,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,115,56,1
2024,2024-04-05,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Bronx,44,64,1
2024,2024-03-24,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,101,63,1
2024,2024-03-24,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,101,63,1
2024,2024-05-19,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,106,65,1
2024,2024-02-10,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,108,62,1
2024,2024-06-21,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,110,66,1
2024,2024-06-21,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,110,66,1
2024,2024-03-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,63,1
2024,2024-03-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,63,1
2024,2024-03-01,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,114,63,1
2024,2024-02-12,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Staten,121,62,1
2019,2019-09-05,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,9,1
2019,2019-09-05,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,9,1
2019,2019-09-05,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,9,1
2019,2019-11-11,Lesbian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,33,11,1
2021,2021-07-23,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,31,1
2021,2021-07-23,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,31,1
2021,2021-07-23,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,31,1
2021,2021-07-23,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,31,1
2021,2021-11-27,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,26,35,1
2022,2022-01-09,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,19,37,1
2022,2022-12-04,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,22,48,1
2022,2022-07-20,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,23,43,1
2022,2022-03-04,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,39,1
2022,2022-08-30,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,28,44,1
2022,2022-02-24,Transgender,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,33,38,1
2022,2022-10-23,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,33,46,1
2023,2023-09-25,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,19,57,1
2023,2023-04-21,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,24,52,1
2023,2023-07-21,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,55,1
2023,2023-10-11,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,26,58,1
2023,2023-01-17,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,28,49,1
2023,2023-01-17,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,28,49,1
2023,2023-01-17,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,28,49,1
2023,2023-06-29,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,30,54,1
2023,2023-07-05,Other Ethnicity,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,30,55,1
2023,2023-01-11,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,32,49,1
2024,2024-04-25,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,25,64,1
2024,2024-04-21,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,26,64,1
2024,2024-04-21,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,26,64,1
2019,2019-06-08,Muslim,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,1,6,1
2019,2019-03-25,Hispanic,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,5,3,1
2019,2019-08-09,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,6,8,1
2019,2019-08-16,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,13,8,1
2019,2019-12-23,Jewish,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,17,12,1
2019,2019-02-09,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,18,2,1
2019,2019-02-09,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,18,2,1
2019,2019-03-02,White,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,18,3,1
2020,2020-12-26,Black,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,9,24,1
2020,2020-06-12,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,10,18,1
2020,2020-12-04,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,18,24,1
2021,2021-06-23,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,1,30,1
2021,2021-02-25,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,5,26,1
2021,2021-03-22,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,5,27,1
2021,2021-07-25,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,5,31,1
2021,2021-06-22,Gay,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,6,30,1
2021,2021-03-02,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,7,27,1
2021,2021-03-21,Asian,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,7,27,1
